// 06/12/2022 14:00:32
// ReaderName=SpeedwayR-10-7B-73, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=1000, Population=32, PowerInDbm=29,5, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2022-12-06T09:15:01.7498260+01:00;AD3830770CCDD0AD383001C7;;1;-69;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7509210+01:00;AD3830770CCDD0AD3830022C;;1;-65;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7533810+01:00;AD3830770CCDD0AD38300229;;1;-65;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7549520+01:00;AD3830770CCDD0AD383002E1;;1;-68,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7560020+01:00;AD3830770CCDD0AD38300252;;1;-69;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7583110+01:00;AD3830770CCDD0AD383001EC;;1;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7593790+01:00;AD3830770CCDD0AD383001D9;;1;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7639830+01:00;AD3830770CCDD0AD38300207;;1;-67;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7650740+01:00;AD3830770CCDD0AD38300235;;1;-67,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7661330+01:00;AD3830770CCDD0AD3830039E;;1;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7771340+01:00;AD3830770CCDD0AD383002BC;;1;-70;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7860580+01:00;AD3830770CCDD0AD38300306;;1;-71,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.7939790+01:00;AD3830770CCDD0AD383002C9;;1;-71,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.8090960+01:00;AD3830770CCDD0AD38300228;;1;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.8491400+01:00;AD3830770CCDD0AD38300417;;2;-74;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.8604340+01:00;AD3830770CCDD0AD383002B8;;2;-77;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.8851290+01:00;AD3830770CCDD0AD38300498;;3;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.8993710+01:00;AD3830770CCDD0AD383002EF;;3;-74;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.9139880+01:00;AD3830770CCDD0AD383002E4;;3;-73;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.9306460+01:00;AD3830770CCDD0AD3830026C;;3;-74,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.9456230+01:00;AD3830770CCDD0AD3830027A;;4;-68,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.9469650+01:00;AD3830770CCDD0AD3830046D;;4;-69;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.9613420+01:00;AD3830770CCDD0AD3830032D;;4;-69,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:01.9993690+01:00;AD3830770CCDD0AD38300306;;1;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.0015030+01:00;AD3830770CCDD0AD38300229;;1;-68;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.0026500+01:00;AD3830770CCDD0AD38300253;;1;-71;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.1340210+01:00;AD3830770CCDD0AD38300360;;4;-75;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.1467100+01:00;AD3830770CCDD0AD38300232;;4;-75,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.1703300+01:00;AD3830770CCDD0AD3830039E;;1;-67,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.1887880+01:00;AD3830770CCDD0AD38300228;;1;-73,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.2648290+01:00;AD3830770CCDD0AD38300250;;3;-76;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.3324100+01:00;AD3830770CCDD0AD38300229;;1;-67;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.3478670+01:00;AD3830770CCDD0AD383002C9;;1;-72;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.4038760+01:00;AD3830770CCDD0AD38300417;;2;-75;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.4770080+01:00;AD3830770CCDD0AD38300348;;4;-75,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.5072560+01:00;AD3830770CCDD0AD3830039E;;1;-70;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.6484270+01:00;AD3830770CCDD0AD3830039E;;1;-69;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.7687780+01:00;AD3830770CCDD0AD383001D4;;4;-76;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.7853160+01:00;AD3830770CCDD0AD38300360;;4;-72,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.8069430+01:00;AD3830770CCDD0AD38300207;;1;-68;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.8090280+01:00;AD3830770CCDD0AD383001EC;;1;-71;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.8980990+01:00;AD3830770CCDD0AD3830032B;;3;-72,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.9165110+01:00;AD3830770CCDD0AD3830025C;;3;-74;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.9386580+01:00;AD3830770CCDD0AD383002E4;;4;-70;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.9429050+01:00;AD3830770CCDD0AD3830032D;;4;-70,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.9551670+01:00;AD3830770CCDD0AD383002B5;;4;-72,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.9791550+01:00;AD3830770CCDD0AD38300252;;1;-71;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:02.9810680+01:00;AD3830770CCDD0AD38300253;;1;-71,5;865,7;SpeedwayR-10-7B-73;;
2022-12-06T09:15:03.1286040+01:00;AD3830770CCDD0AD3830026C;;4;-71;865,7;SpeedwayR-10-7B-73;;
